chapter,text
Chapter 20,"in search of some craft about to start. Fix, stupefied, followed; it"
Chapter 20,seemed as if he were attached to Mr. Fogg by an invisible thread.
Chapter 20,"Chance, however, appeared really to have abandoned the man it had"
Chapter 20,hitherto served so well. For three hours Phileas Fogg wandered about
Chapter 20,"the docks, with the determination, if necessary, to charter a vessel to"
Chapter 20,carry him to Yokohama; but he could only find vessels which were
Chapter 20,"loading or unloading, and which could not therefore set sail. Fix began"
Chapter 20,to hope again.
Chapter 20,"But Mr. Fogg, far from being discouraged, was continuing his search,"
Chapter 20,"resolved not to stop if he had to resort to Macao, when he was accosted"
Chapter 20,by a sailor on one of the wharves.
Chapter 20,“Is your honour looking for a boat?”
Chapter 20,“Have you a boat ready to sail?”
Chapter 20,"“Yes, your honour; a pilot-boat—No. 43—the best in the harbour.”"
Chapter 20,“Does she go fast?”
Chapter 20,“Between eight and nine knots the hour. Will you look at her?”
Chapter 20,“Yes.”
Chapter 20,“Your honour will be satisfied with her. Is it for a sea excursion?”
Chapter 20,“No; for a voyage.”
Chapter 20,“A voyage?”
Chapter 20,"“Yes, will you agree to take me to Yokohama?”"
Chapter 20,"The sailor leaned on the railing, opened his eyes wide, and said, “Is"
Chapter 20,your honour joking?”
Chapter 20,"“No. I have missed the ‘Carnatic,’ and I must get to Yokohama by the"
Chapter 20,"14th at the latest, to take the boat for San Francisco.”"
Chapter 20,"“I am sorry,” said the sailor; “but it is impossible.”"
Chapter 20,"“I offer you a hundred pounds per day, and an additional reward of two"
Chapter 20,hundred pounds if I reach Yokohama in time.”
Chapter 20,“Are you in earnest?”
Chapter 20,“Very much so.”
Chapter 20,"The pilot walked away a little distance, and gazed out to sea,"
Chapter 20,evidently struggling between the anxiety to gain a large sum and the
Chapter 20,fear of venturing so far. Fix was in mortal suspense.
Chapter 20,"Mr. Fogg turned to Aouda and asked her, “You would not be afraid, would"
Chapter 20,"you, madam?”"
Chapter 20,"“Not with you, Mr. Fogg,” was her answer."
Chapter 20,"The pilot now returned, shuffling his hat in his hands."
Chapter 20,"“Well, pilot?” said Mr. Fogg."
Chapter 20,"“Well, your honour,” replied he, “I could not risk myself, my men, or"
Chapter 20,my little boat of scarcely twenty tons on so long a voyage at this time
Chapter 20,"of year. Besides, we could not reach Yokohama in time, for it is"
Chapter 20,sixteen hundred and sixty miles from Hong Kong.”
Chapter 20,"“Only sixteen hundred,” said Mr. Fogg."
Chapter 20,“It’s the same thing.”
Chapter 20,Fix breathed more freely.
Chapter 20,"“But,” added the pilot, “it might be arranged another way.”"
Chapter 20,Fix ceased to breathe at all.
Chapter 20,“How?” asked Mr. Fogg.
Chapter 20,"“By going to Nagasaki, at the extreme south of Japan, or even to"
Chapter 20,"Shanghai, which is only eight hundred miles from here. In going to"
Chapter 20,"Shanghai we should not be forced to sail wide of the Chinese coast,"
Chapter 20,"which would be a great advantage, as the currents run northward, and"
Chapter 20,would aid us.”
Chapter 20,"“Pilot,” said Mr. Fogg, “I must take the American steamer at Yokohama,"
Chapter 20,and not at Shanghai or Nagasaki.”
Chapter 20,“Why not?” returned the pilot. “The San Francisco steamer does not
Chapter 20,"start from Yokohama. It puts in at Yokohama and Nagasaki, but it starts"
Chapter 20,from Shanghai.”
Chapter 20,“You are sure of that?”
Chapter 20,“Perfectly.”
Chapter 20,“And when does the boat leave Shanghai?”
Chapter 20,"“On the 11th, at seven in the evening. We have, therefore, four days"
Chapter 20,"before us, that is ninety-six hours; and in that time, if we had good"
Chapter 20,"luck and a south-west wind, and the sea was calm, we could make those"
Chapter 20,eight hundred miles to Shanghai.”
Chapter 20,“And you could go—”
Chapter 20,“In an hour; as soon as provisions could be got aboard and the sails
Chapter 20,put up.”
Chapter 20,“It is a bargain. Are you the master of the boat?”
Chapter 20,"“Yes; John Bunsby, master of the ‘Tankadere.’”"
Chapter 20,“Would you like some earnest-money?”
Chapter 20,“If it would not put your honour out—”
Chapter 20,"“Here are two hundred pounds on account sir,” added Phileas Fogg,"
Chapter 20,"turning to Fix, “if you would like to take advantage—”"
Chapter 20,"“Thanks, sir; I was about to ask the favour.”"
Chapter 20,“Very well. In half an hour we shall go on board.”
Chapter 20,"“But poor Passepartout?” urged Aouda, who was much disturbed by the"
Chapter 20,servant’s disappearance.
Chapter 20,"“I shall do all I can to find him,” replied Phileas Fogg."
Chapter 20,"While Fix, in a feverish, nervous state, repaired to the pilot-boat,"
Chapter 20,the others directed their course to the police-station at Hong Kong.
Chapter 20,"Phileas Fogg there gave Passepartout’s description, and left a sum of"
Chapter 20,money to be spent in the search for him. The same formalities having
Chapter 20,"been gone through at the French consulate, and the palanquin having"
Chapter 20,"stopped at the hotel for the luggage, which had been sent back there,"
Chapter 20,they returned to the wharf.
Chapter 20,"It was now three o’clock; and pilot-boat No. 43, with its crew on"
Chapter 20,"board, and its provisions stored away, was ready for departure."
Chapter 20,"The “Tankadere” was a neat little craft of twenty tons, as gracefully"
Chapter 20,"built as if she were a racing yacht. Her shining copper sheathing, her"
Chapter 20,"galvanised iron-work, her deck, white as ivory, betrayed the pride"
Chapter 20,taken by John Bunsby in making her presentable. Her two masts leaned a
Chapter 20,"trifle backward; she carried brigantine, foresail, storm-jib, and"
Chapter 20,"standing-jib, and was well rigged for running before the wind; and she"
Chapter 20,"seemed capable of brisk speed, which, indeed, she had already proved by"
Chapter 20,gaining several prizes in pilot-boat races. The crew of the “Tankadere”
Chapter 20,"was composed of John Bunsby, the master, and four hardy mariners, who"
Chapter 20,"were familiar with the Chinese seas. John Bunsby, himself, a man of"
Chapter 20,"forty-five or thereabouts, vigorous, sunburnt, with a sprightly"
Chapter 20,"expression of the eye, and energetic and self-reliant countenance,"
Chapter 20,would have inspired confidence in the most timid.
Chapter 20,"Phileas Fogg and Aouda went on board, where they found Fix already"
Chapter 20,"installed. Below deck was a square cabin, of which the walls bulged out"
Chapter 20,"in the form of cots, above a circular divan; in the centre was a table"
Chapter 20,"provided with a swinging lamp. The accommodation was confined, but"
Chapter 20,neat.
Chapter 20,"“I am sorry to have nothing better to offer you,” said Mr. Fogg to Fix,"
Chapter 20,who bowed without responding.
Chapter 20,The detective had a feeling akin to humiliation in profiting by the
Chapter 20,kindness of Mr. Fogg.
Chapter 20,"“It’s certain,” thought he, “though rascal as he is, he is a polite"
Chapter 20,one!”
Chapter 20,The sails and the English flag were hoisted at ten minutes past three.
Chapter 20,"Mr. Fogg and Aouda, who were seated on deck, cast a last glance at the"
Chapter 20,"quay, in the hope of espying Passepartout. Fix was not without his"
Chapter 20,"fears lest chance should direct the steps of the unfortunate servant,"
Chapter 20,"whom he had so badly treated, in this direction; in which case an"
Chapter 20,explanation the reverse of satisfactory to the detective must have
Chapter 20,"ensued. But the Frenchman did not appear, and, without doubt, was still"
Chapter 20,lying under the stupefying influence of the opium.
Chapter 20,"John Bunsby, master, at length gave the order to start, and the"
Chapter 20,"“Tankadere,” taking the wind under her brigantine, foresail, and"
Chapter 20,"standing-jib, bounded briskly forward over the waves."
Chapter 21,CHAPTER XXI.
Chapter 21,IN WHICH THE MASTER OF THE “TANKADERE” RUNS GREAT RISK OF LOSING A
Chapter 21,REWARD OF TWO HUNDRED POUNDS
Chapter 21,This voyage of eight hundred miles was a perilous venture on a craft of
Chapter 21,"twenty tons, and at that season of the year. The Chinese seas are"
Chapter 21,"usually boisterous, subject to terrible gales of wind, and especially"
Chapter 21,during the equinoxes; and it was now early November.
Chapter 21,It would clearly have been to the master’s advantage to carry his
Chapter 21,"passengers to Yokohama, since he was paid a certain sum per day; but he"
Chapter 21,"would have been rash to attempt such a voyage, and it was imprudent"
Chapter 21,even to attempt to reach Shanghai. But John Bunsby believed in the
Chapter 21,"“Tankadere,” which rode on the waves like a seagull; and perhaps he was"
Chapter 21,not wrong.
Chapter 21,Late in the day they passed through the capricious channels of Hong
Chapter 21,"Kong, and the “Tankadere,” impelled by favourable winds, conducted"
Chapter 21,herself admirably.
Chapter 21,"“I do not need, pilot,” said Phileas Fogg, when they got into the open"
Chapter 21,"sea, “to advise you to use all possible speed.”"
Chapter 21,"“Trust me, your honour. We are carrying all the sail the wind will let"
Chapter 21,"us. The poles would add nothing, and are only used when we are going"
Chapter 21,into port.”
Chapter 21,"“It’s your trade, not mine, pilot, and I confide in you.”"
Chapter 21,"Phileas Fogg, with body erect and legs wide apart, standing like a"
Chapter 21,"sailor, gazed without staggering at the swelling waters. The young"
Chapter 21,"woman, who was seated aft, was profoundly affected as she looked out"
Chapter 21,"upon the ocean, darkening now with the twilight, on which she had"
Chapter 21,"ventured in so frail a vessel. Above her head rustled the white sails,"
Chapter 21,"which seemed like great white wings. The boat, carried forward by the"
Chapter 21,"wind, seemed to be flying in the air."
Chapter 21,"Night came. The moon was entering her first quarter, and her"
Chapter 21,insufficient light would soon die out in the mist on the horizon.
Chapter 21,"Clouds were rising from the east, and already overcast a part of the"
Chapter 21,heavens.
Chapter 21,"The pilot had hung out his lights, which was very necessary in these"
Chapter 21,seas crowded with vessels bound landward; for collisions are not
Chapter 21,"uncommon occurrences, and, at the speed she was going, the least shock"
Chapter 21,would shatter the gallant little craft.
Chapter 21,"Fix, seated in the bow, gave himself up to meditation. He kept apart"
Chapter 21,"from his fellow-travellers, knowing Mr. Fogg’s taciturn tastes;"
Chapter 21,"besides, he did not quite like to talk to the man whose favours he had"
Chapter 21,"accepted. He was thinking, too, of the future. It seemed certain that"
Chapter 21,"Fogg would not stop at Yokohama, but would at once take the boat for"
Chapter 21,San Francisco; and the vast extent of America would ensure him impunity
Chapter 21,and safety. Fogg’s plan appeared to him the simplest in the world.
Chapter 21,"Instead of sailing directly from England to the United States, like a"
Chapter 21,"common villain, he had traversed three quarters of the globe, so as to"
Chapter 21,"gain the American continent more surely; and there, after throwing the"
Chapter 21,"police off his track, he would quietly enjoy himself with the fortune"
Chapter 21,"stolen from the bank. But, once in the United States, what should he,"
Chapter 21,"Fix, do? Should he abandon this man? No, a hundred times no! Until he"
Chapter 21,"had secured his extradition, he would not lose sight of him for an"
Chapter 21,"hour. It was his duty, and he would fulfil it to the end. At all"
Chapter 21,"events, there was one thing to be thankful for; Passepartout was not"
Chapter 21,"with his master; and it was above all important, after the confidences"
Chapter 21,"Fix had imparted to him, that the servant should never have speech with"
Chapter 21,his master.
Chapter 21,"Phileas Fogg was also thinking of Passepartout, who had so strangely"
Chapter 21,"disappeared. Looking at the matter from every point of view, it did not"
Chapter 21,"seem to him impossible that, by some mistake, the man might have"
Chapter 21,embarked on the “Carnatic” at the last moment; and this was also
Chapter 21,"Aouda’s opinion, who regretted very much the loss of the worthy fellow"
Chapter 21,"to whom she owed so much. They might then find him at Yokohama; for, if"
Chapter 21,"the “Carnatic” was carrying him thither, it would be easy to ascertain"
Chapter 21,if he had been on board.
Chapter 21,"A brisk breeze arose about ten o’clock; but, though it might have been"
Chapter 21,"prudent to take in a reef, the pilot, after carefully examining the"
Chapter 21,"heavens, let the craft remain rigged as before. The “Tankadere” bore"
Chapter 21,"sail admirably, as she drew a great deal of water, and everything was"
Chapter 21,prepared for high speed in case of a gale.
Chapter 21,"Mr. Fogg and Aouda descended into the cabin at midnight, having been"
Chapter 21,"already preceded by Fix, who had lain down on one of the cots. The"
Chapter 21,pilot and crew remained on deck all night.
Chapter 21,"At sunrise the next day, which was 8th November, the boat had made more"
Chapter 21,than one hundred miles. The log indicated a mean speed of between eight
Chapter 21,"and nine miles. The “Tankadere” still carried all sail, and was"
Chapter 21,accomplishing her greatest capacity of speed. If the wind held as it
Chapter 21,"was, the chances would be in her favour. During the day she kept along"
Chapter 21,"the coast, where the currents were favourable; the coast, irregular in"
Chapter 21,"profile, and visible sometimes across the clearings, was at most five"
Chapter 21,"miles distant. The sea was less boisterous, since the wind came off"
Chapter 21,"land—a fortunate circumstance for the boat, which would suffer, owing"
Chapter 21,"to its small tonnage, by a heavy surge on the sea."
Chapter 21,"The breeze subsided a little towards noon, and set in from the"
Chapter 21,"south-west. The pilot put up his poles, but took them down again within"
Chapter 21,"two hours, as the wind freshened up anew."
Chapter 21,"Mr. Fogg and Aouda, happily unaffected by the roughness of the sea, ate"
Chapter 21,"with a good appetite, Fix being invited to share their repast, which he"
Chapter 21,accepted with secret chagrin. To travel at this man’s expense and live
Chapter 21,"upon his provisions was not palatable to him. Still, he was obliged to"
Chapter 21,"eat, and so he ate."
Chapter 21,"When the meal was over, he took Mr. Fogg apart, and said, “sir”—this"
Chapter 21,"“sir” scorched his lips, and he had to control himself to avoid"
Chapter 21,"collaring this “gentleman”—“sir, you have been very kind to give me a"
Chapter 21,"passage on this boat. But, though my means will not admit of my"
Chapter 21,"expending them as freely as you, I must ask to pay my share—”"
Chapter 21,"“Let us not speak of that, sir,” replied Mr. Fogg."
Chapter 21,"“But, if I insist—”"
Chapter 21,"“No, sir,” repeated Mr. Fogg, in a tone which did not admit of a reply."
Chapter 21,“This enters into my general expenses.”
Chapter 21,"Fix, as he bowed, had a stifled feeling, and, going forward, where he"
Chapter 21,"ensconced himself, did not open his mouth for the rest of the day."
Chapter 21,"Meanwhile they were progressing famously, and John Bunsby was in high"
Chapter 21,hope. He several times assured Mr. Fogg that they would reach Shanghai
Chapter 21,in time; to which that gentleman responded that he counted upon it. The
Chapter 21,"crew set to work in good earnest, inspired by the reward to be gained."
Chapter 21,"There was not a sheet which was not tightened, not a sail which was not"
Chapter 21,vigorously hoisted; not a lurch could be charged to the man at the
Chapter 21,helm. They worked as desperately as if they were contesting in a Royal
Chapter 21,yacht regatta.
Chapter 21,"By evening, the log showed that two hundred and twenty miles had been"
Chapter 21,"accomplished from Hong Kong, and Mr. Fogg might hope that he would be"
Chapter 21,able to reach Yokohama without recording any delay in his journal; in
Chapter 21,"which case, the many misadventures which had overtaken him since he"
Chapter 21,left London would not seriously affect his journey.
Chapter 21,"The “Tankadere” entered the Straits of Fo-Kien, which separate the"
Chapter 21,"island of Formosa from the Chinese coast, in the small hours of the"
Chapter 21,"night, and crossed the Tropic of Cancer. The sea was very rough in the"
Chapter 21,"straits, full of eddies formed by the counter-currents, and the"
Chapter 21,"chopping waves broke her course, whilst it became very difficult to"
Chapter 21,stand on deck.
Chapter 21,"At daybreak the wind began to blow hard again, and the heavens seemed"
Chapter 21,"to predict a gale. The barometer announced a speedy change, the mercury"
Chapter 21,"rising and falling capriciously; the sea also, in the south-east,"
Chapter 21,raised long surges which indicated a tempest. The sun had set the
Chapter 21,"evening before in a red mist, in the midst of the phosphorescent"
Chapter 21,scintillations of the ocean.
Chapter 21,"John Bunsby long examined the threatening aspect of the heavens,"
Chapter 21,muttering indistinctly between his teeth. At last he said in a low
Chapter 21,"voice to Mr. Fogg, “Shall I speak out to your honour?”"
Chapter 21,“Of course.”
Chapter 21,"“Well, we are going to have a squall.”"
Chapter 21,“Is the wind north or south?” asked Mr. Fogg quietly.
Chapter 21,“South. Look! a typhoon is coming up.”
Chapter 21,"“Glad it’s a typhoon from the south, for it will carry us forward.”"
Chapter 21,"“Oh, if you take it that way,” said John Bunsby, “I’ve nothing more to"
Chapter 21,say.” John Bunsby’s suspicions were confirmed. At a less advanced
Chapter 21,"season of the year the typhoon, according to a famous meteorologist,"
Chapter 21,would have passed away like a luminous cascade of electric flame; but
Chapter 21,in the winter equinox it was to be feared that it would burst upon them
Chapter 21,with great violence.
Chapter 21,"The pilot took his precautions in advance. He reefed all sail, the"
Chapter 21,pole-masts were dispensed with; all hands went forward to the bows. A
Chapter 21,"single triangular sail, of strong canvas, was hoisted as a storm-jib,"
Chapter 21,so as to hold the wind from behind. Then they waited.
Chapter 21,John Bunsby had requested his passengers to go below; but this
Chapter 21,"imprisonment in so narrow a space, with little air, and the boat"
Chapter 21,"bouncing in the gale, was far from pleasant. Neither Mr. Fogg, Fix, nor"
Chapter 21,Aouda consented to leave the deck.
Chapter 21,The storm of rain and wind descended upon them towards eight o’clock.
Chapter 21,"With but its bit of sail, the “Tankadere” was lifted like a feather by"
Chapter 21,"a wind, an idea of whose violence can scarcely be given. To compare her"
Chapter 21,speed to four times that of a locomotive going on full steam would be
Chapter 21,below the truth.
Chapter 21,"The boat scudded thus northward during the whole day, borne on by"
Chapter 21,"monstrous waves, preserving always, fortunately, a speed equal to"
Chapter 21,theirs. Twenty times she seemed almost to be submerged by these
Chapter 21,mountains of water which rose behind her; but the adroit management of
Chapter 21,"the pilot saved her. The passengers were often bathed in spray, but"
Chapter 21,"they submitted to it philosophically. Fix cursed it, no doubt; but"
Chapter 21,"Aouda, with her eyes fastened upon her protector, whose coolness amazed"
Chapter 21,"her, showed herself worthy of him, and bravely weathered the storm. As"
Chapter 21,"for Phileas Fogg, it seemed just as if the typhoon were a part of his"
Chapter 21,programme.
Chapter 21,Up to this time the “Tankadere” had always held her course to the
Chapter 21,"north; but towards evening the wind, veering three quarters, bore down"
Chapter 21,"from the north-west. The boat, now lying in the trough of the waves,"
Chapter 21,shook and rolled terribly; the sea struck her with fearful violence. At
Chapter 21,night the tempest increased in violence. John Bunsby saw the approach
Chapter 21,of darkness and the rising of the storm with dark misgivings. He
Chapter 21,"thought awhile, and then asked his crew if it was not time to slacken"
Chapter 21,"speed. After a consultation he approached Mr. Fogg, and said, “I think,"
Chapter 21,"your honour, that we should do well to make for one of the ports on the"
Chapter 21,coast.”
Chapter 21,“I think so too.”
Chapter 21,“Ah!” said the pilot. “But which one?”
Chapter 21,"“I know of but one,” returned Mr. Fogg tranquilly."
Chapter 21,“And that is—”
Chapter 21,“Shanghai.”
Chapter 21,"The pilot, at first, did not seem to comprehend; he could scarcely"
Chapter 21,"realise so much determination and tenacity. Then he cried, “Well—yes!"
Chapter 21,Your honour is right. To Shanghai!”
Chapter 21,So the “Tankadere” kept steadily on her northward track.
Chapter 21,The night was really terrible; it would be a miracle if the craft did
Chapter 21,not founder. Twice it could have been all over with her if the crew had
Chapter 21,"not been constantly on the watch. Aouda was exhausted, but did not"
Chapter 21,utter a complaint. More than once Mr. Fogg rushed to protect her from
Chapter 21,the violence of the waves.
Chapter 21,Day reappeared. The tempest still raged with undiminished fury; but the
Chapter 21,"wind now returned to the south-east. It was a favourable change, and"
Chapter 21,"the “Tankadere” again bounded forward on this mountainous sea, though"
Chapter 21,"the waves crossed each other, and imparted shocks and counter-shocks"
Chapter 21,which would have crushed a craft less solidly built. From time to time
Chapter 21,"the coast was visible through the broken mist, but no vessel was in"
Chapter 21,sight. The “Tankadere” was alone upon the sea.
Chapter 21,"There were some signs of a calm at noon, and these became more distinct"
Chapter 21,as the sun descended toward the horizon. The tempest had been as brief
Chapter 21,"as terrific. The passengers, thoroughly exhausted, could now eat a"
Chapter 21,"little, and take some repose."
Chapter 21,The night was comparatively quiet. Some of the sails were again
Chapter 21,"hoisted, and the speed of the boat was very good. The next morning at"
Chapter 21,"dawn they espied the coast, and John Bunsby was able to assert that"
Chapter 21,"they were not one hundred miles from Shanghai. A hundred miles, and"
Chapter 21,only one day to traverse them! That very evening Mr. Fogg was due at
Chapter 21,"Shanghai, if he did not wish to miss the steamer to Yokohama. Had there"
Chapter 21,"been no storm, during which several hours were lost, they would be at"
Chapter 21,this moment within thirty miles of their destination.
Chapter 21,"The wind grew decidedly calmer, and happily the sea fell with it. All"
Chapter 21,"sails were now hoisted, and at noon the “Tankadere” was within"
Chapter 21,forty-five miles of Shanghai. There remained yet six hours in which to
Chapter 21,accomplish that distance. All on board feared that it could not be
Chapter 21,"done, and every one—Phileas Fogg, no doubt, excepted—felt his heart"
Chapter 21,beat with impatience. The boat must keep up an average of nine miles an
Chapter 21,"hour, and the wind was becoming calmer every moment! It was a"
Chapter 21,"capricious breeze, coming from the coast, and after it passed the sea"
Chapter 21,"became smooth. Still, the “Tankadere” was so light, and her fine sails"
Chapter 21,"caught the fickle zephyrs so well, that, with the aid of the currents"
Chapter 21,John Bunsby found himself at six o’clock not more than ten miles from
Chapter 21,the mouth of Shanghai River. Shanghai itself is situated at least
Chapter 21,twelve miles up the stream. At seven they were still three miles from
Chapter 21,Shanghai. The pilot swore an angry oath; the reward of two hundred
Chapter 21,pounds was evidently on the point of escaping him. He looked at Mr.
Chapter 21,Fogg. Mr. Fogg was perfectly tranquil; and yet his whole fortune was at
Chapter 21,this moment at stake.
Chapter 21,"At this moment, also, a long black funnel, crowned with wreaths of"
Chapter 21,"smoke, appeared on the edge of the waters. It was the American steamer,"
Chapter 21,leaving for Yokohama at the appointed time.
Chapter 21,"“Confound her!” cried John Bunsby, pushing back the rudder with a"
Chapter 21,desperate jerk.
Chapter 21,“Signal her!” said Phileas Fogg quietly.
Chapter 21,"A small brass cannon stood on the forward deck of the “Tankadere,” for"
Chapter 21,making signals in the fogs. It was loaded to the muzzle; but just as
Chapter 21,"the pilot was about to apply a red-hot coal to the touchhole, Mr. Fogg"
Chapter 21,"said, “Hoist your flag!”"
Chapter 21,"The flag was run up at half-mast, and, this being the signal of"
Chapter 21,"distress, it was hoped that the American steamer, perceiving it, would"
Chapter 21,"change her course a little, so as to succour the pilot-boat."
Chapter 21,“Fire!” said Mr. Fogg. And the booming of the little cannon resounded
Chapter 21,in the air.
Chapter 22,CHAPTER XXII.
Chapter 22,"IN WHICH PASSEPARTOUT FINDS OUT THAT, EVEN AT THE ANTIPODES, IT IS"
Chapter 22,CONVENIENT TO HAVE SOME MONEY IN ONE’S POCKET
Chapter 22,"The “Carnatic,” setting sail from Hong Kong at half-past six on the 7th"
Chapter 22,"of November, directed her course at full steam towards Japan. She"
Chapter 22,carried a large cargo and a well-filled cabin of passengers. Two
Chapter 22,"state-rooms in the rear were, however, unoccupied—those which had been"
Chapter 22,engaged by Phileas Fogg.
Chapter 22,"The next day a passenger with a half-stupefied eye, staggering gait,"
Chapter 22,"and disordered hair, was seen to emerge from the second cabin, and to"
Chapter 22,totter to a seat on deck.
Chapter 22,It was Passepartout; and what had happened to him was as follows:
Chapter 22,"Shortly after Fix left the opium den, two waiters had lifted the"
Chapter 22,"unconscious Passepartout, and had carried him to the bed reserved for"
Chapter 22,"the smokers. Three hours later, pursued even in his dreams by a fixed"
Chapter 22,"idea, the poor fellow awoke, and struggled against the stupefying"
Chapter 22,influence of the narcotic. The thought of a duty unfulfilled shook off
Chapter 22,"his torpor, and he hurried from the abode of drunkenness. Staggering"
Chapter 22,"and holding himself up by keeping against the walls, falling down and"
Chapter 22,"creeping up again, and irresistibly impelled by a kind of instinct, he"
Chapter 22,"kept crying out, “The ‘Carnatic!’ the ‘Carnatic!’”"
Chapter 22,"The steamer lay puffing alongside the quay, on the point of starting."
Chapter 22,"Passepartout had but few steps to go; and, rushing upon the plank, he"
Chapter 22,"crossed it, and fell unconscious on the deck, just as the “Carnatic”"
Chapter 22,"was moving off. Several sailors, who were evidently accustomed to this"
Chapter 22,"sort of scene, carried the poor Frenchman down into the second cabin,"
Chapter 22,and Passepartout did not wake until they were one hundred and fifty
Chapter 22,miles away from China. Thus he found himself the next morning on the
Chapter 22,"deck of the “Carnatic,” and eagerly inhaling the exhilarating"
Chapter 22,"sea-breeze. The pure air sobered him. He began to collect his sense,"
Chapter 22,which he found a difficult task; but at last he recalled the events of
Chapter 22,"the evening before, Fix’s revelation, and the opium-house."
Chapter 22,"“It is evident,” said he to himself, “that I have been abominably"
Chapter 22,"drunk! What will Mr. Fogg say? At least I have not missed the steamer,"
Chapter 22,which is the most important thing.”
Chapter 22,"Then, as Fix occurred to him: “As for that rascal, I hope we are well"
Chapter 22,"rid of him, and that he has not dared, as he proposed, to follow us on"
Chapter 22,"board the “Carnatic.” A detective on the track of Mr. Fogg, accused of"
Chapter 22,robbing the Bank of England! Pshaw! Mr. Fogg is no more a robber than I
Chapter 22,am a murderer.”
Chapter 22,Should he divulge Fix’s real errand to his master? Would it do to tell
Chapter 22,the part the detective was playing? Would it not be better to wait
Chapter 22,"until Mr. Fogg reached London again, and then impart to him that an"
Chapter 22,agent of the metropolitan police had been following him round the
Chapter 22,"world, and have a good laugh over it? No doubt; at least, it was worth"
Chapter 22,"considering. The first thing to do was to find Mr. Fogg, and apologise"
Chapter 22,for his singular behaviour.
Chapter 22,"Passepartout got up and proceeded, as well as he could with the rolling"
Chapter 22,"of the steamer, to the after-deck. He saw no one who resembled either"
Chapter 22,"his master or Aouda. “Good!” muttered he; “Aouda has not got up yet,"
Chapter 22,and Mr. Fogg has probably found some partners at whist.”
Chapter 22,He descended to the saloon. Mr. Fogg was not there. Passepartout had
Chapter 22,"only, however, to ask the purser the number of his master’s state-room."
Chapter 22,The purser replied that he did not know any passenger by the name of
Chapter 22,Fogg.
Chapter 22,"“I beg your pardon,” said Passepartout persistently. “He is a tall"
Chapter 22,"gentleman, quiet, and not very talkative, and has with him a young"
Chapter 22,lady—”
Chapter 22,"“There is no young lady on board,” interrupted the purser. “Here is a"
Chapter 22,list of the passengers; you may see for yourself.”
Chapter 22,"Passepartout scanned the list, but his master’s name was not upon it."
Chapter 22,All at once an idea struck him.
Chapter 22,“Ah! am I on the ‘Carnatic?’”
Chapter 22,“Yes.”
Chapter 22,“On the way to Yokohama?”
Chapter 22,“Certainly.”
Chapter 22,Passepartout had for an instant feared that he was on the wrong boat;
Chapter 22,"but, though he was really on the “Carnatic,” his master was not there."
Chapter 22,He fell thunderstruck on a seat. He saw it all now. He remembered that
Chapter 22,"the time of sailing had been changed, that he should have informed his"
Chapter 22,"master of that fact, and that he had not done so. It was his fault,"
Chapter 22,"then, that Mr. Fogg and Aouda had missed the steamer. Yes, but it was"
Chapter 22,"still more the fault of the traitor who, in order to separate him from"
Chapter 22,"his master, and detain the latter at Hong Kong, had inveigled him into"
Chapter 22,getting drunk! He now saw the detective’s trick; and at this moment Mr.
Chapter 22,"Fogg was certainly ruined, his bet was lost, and he himself perhaps"
Chapter 22,arrested and imprisoned! At this thought Passepartout tore his hair.
Chapter 22,"Ah, if Fix ever came within his reach, what a settling of accounts"
Chapter 22,there would be!
Chapter 22,"After his first depression, Passepartout became calmer, and began to"
Chapter 22,study his situation. It was certainly not an enviable one. He found
Chapter 22,"himself on the way to Japan, and what should he do when he got there?"
Chapter 22,"His pocket was empty; he had not a solitary shilling, not so much as a"
Chapter 22,penny. His passage had fortunately been paid for in advance; and he had
Chapter 22,five or six days in which to decide upon his future course. He fell to
Chapter 22,"at meals with an appetite, and ate for Mr. Fogg, Aouda, and himself. He"
Chapter 22,"helped himself as generously as if Japan were a desert, where nothing"
Chapter 22,to eat was to be looked for.
Chapter 22,At dawn on the 13th the “Carnatic” entered the port of Yokohama. This
Chapter 22,"is an important port of call in the Pacific, where all the"
Chapter 22,"mail-steamers, and those carrying travellers between North America,"
Chapter 22,"China, Japan, and the Oriental islands put in. It is situated in the"
Chapter 22,"bay of Yeddo, and at but a short distance from that second capital of"
Chapter 22,"the Japanese Empire, and the residence of the Tycoon, the civil"
Chapter 22,"Emperor, before the Mikado, the spiritual Emperor, absorbed his office"
Chapter 22,"in his own. The “Carnatic” anchored at the quay near the custom-house,"
Chapter 22,in the midst of a crowd of ships bearing the flags of all nations.
Chapter 22,Passepartout went timidly ashore on this so curious territory of the
Chapter 22,"Sons of the Sun. He had nothing better to do than, taking chance for"
Chapter 22,"his guide, to wander aimlessly through the streets of Yokohama. He"
Chapter 22,"found himself at first in a thoroughly European quarter, the houses"
Chapter 22,"having low fronts, and being adorned with verandas, beneath which he"
Chapter 22,"caught glimpses of neat peristyles. This quarter occupied, with its"
Chapter 22,"streets, squares, docks, and warehouses, all the space between the"
Chapter 22,"“promontory of the Treaty” and the river. Here, as at Hong Kong and"
Chapter 22,"Calcutta, were mixed crowds of all races, Americans and English,"
Chapter 22,"Chinamen and Dutchmen, mostly merchants ready to buy or sell anything."
Chapter 22,The Frenchman felt himself as much alone among them as if he had
Chapter 22,dropped down in the midst of Hottentots.
Chapter 22,"He had, at least, one resource,—to call on the French and English"
